Model,Avg_Pos,Avg_Neg,Margin,Avg_Rand_Neg,threshold_1,threshold_1.1,threshold_1.2,threshold_1.5,threshold_2,threshold_3
HNC_KL_1_S_full_epoch4,0.6401609840393070,0.6251143951416020,0.015046588897705000,0.029374264180660200,0.63,0.164,0.096,0.03,0.01,0.006
HNC_KL_1_S_full_epoch5,0.6413119659423830,0.6255728664398190,0.01573909950256350,0.022857047617435500,0.621,0.165,0.099,0.035,0.01,0.004
HNC_KL_1_S_full_epoch6,0.6253275032043460,0.6088623886108400,0.01646511459350590,0.029888391494751000,0.616,0.187,0.119,0.041,0.018,0.008
HNC_KL_1_S_full_epoch7,0.6154079151153560,0.5969504470825200,0.018457468032836900,0.033639490604400600,0.601,0.214,0.129,0.048,0.017,0.008
HNC_KL_1_S_full_epoch8,0.598115463256836,0.5793461837768550,0.018769279479980500,0.03602882847189900,0.615,0.243,0.159,0.069,0.032,0.015
HNC_KL_1_S_full_epoch9,0.6003166055679320,0.5806233634948730,0.019693242073059000,0.02291938289999960,0.613,0.245,0.154,0.058,0.021,0.011
HNC_KL_1_S_full_epoch10,0.591171573638916,0.5707458987236020,0.020425674915313800,0.027923034504056000,0.605,0.25,0.164,0.066,0.036,0.018
HNC_KL_1_S_full_epoch11,0.5865346240997310,0.5679062194824220,0.018628404617309500,0.029640069231391000,0.598,0.25,0.164,0.076,0.032,0.017
HNC_KL_1_S_full_epoch12,0.5832080688476560,0.5637386894226070,0.019469379425048900,0.03345336765050890,0.6,0.266,0.189,0.075,0.029,0.015
HNC_KL_1_S_full_epoch13,0.5635303983688360,0.542731689453125,0.02079870891571050,0.035476986318826700,0.607,0.282,0.196,0.089,0.044,0.026
HNC_KL_1_S_full_epoch14,0.5613372268676760,0.5422375545501710,0.019099672317504900,0.04125410318374630,0.583,0.267,0.189,0.09,0.043,0.02
HNC_KL_1_S_full_epoch15,0.5554697103500370,0.5345211715698240,0.02094853878021240,0.030890973284840600,0.594,0.28,0.189,0.085,0.038,0.011
HNC_KL_1_S_full_epoch16,0.5539472994804380,0.5327907376289370,0.021156561851501400,0.0353320837020874,0.593,0.281,0.201,0.084,0.039,0.015
HNC_KL_1_S_full_epoch17,0.544487648010254,0.5235596652030950,0.020927982807159500,0.03691807761788370,0.587,0.276,0.199,0.105,0.048,0.021
HNC_KL_1_S_full_epoch18,0.5285205526351930,0.5079670276641850,0.020553524971008300,0.03203558176755910,0.567,0.288,0.218,0.102,0.052,0.025
HNC_KL_1_S_full_epoch19,0.5127121950387960,0.49239878326654400,0.020313411772251200,0.05083174258470540,0.584,0.311,0.223,0.104,0.053,0.026
HNC_KL_1_S_full_epoch20,0.5058918073177340,0.48726295948028600,0.018628847837448100,0.04009932652115820,0.578,0.285,0.207,0.105,0.052,0.025
HNC_KL_1_S_full_epoch21,0.4974109811782840,0.47983764839172400,0.017573332786560000,0.03524082154035570,0.555,0.292,0.21,0.106,0.049,0.026
HNC_KL_1_S_full_epoch22,0.497385015130043,0.47863772058486900,0.018747294545173700,0.03349096328020100,0.558,0.294,0.216,0.106,0.056,0.023
HNC_KL_1_S_full_epoch23,0.4933446502685550,0.47500914907455400,0.018335501194000200,0.04499129578471180,0.559,0.297,0.218,0.111,0.059,0.026
HNC_KL_1_S_full_epoch24,0.4870218076705930,0.4682197608947750,0.01880204677581790,0.03704540431499480,0.546,0.3,0.228,0.116,0.053,0.027
HNC_KL_1_S_full_epoch25,0.4800826587677000,0.4611215567588810,0.018961102008819600,0.04434841871261600,0.552,0.291,0.219,0.118,0.054,0.029
HNC_KL_1_S_full_epoch26,0.469233304977417,0.4497411937713620,0.019492111206054700,0.04280220344662670,0.561,0.309,0.224,0.117,0.057,0.026
HNC_KL_1_S_full_epoch27,0.46106968879699700,0.4420820274353030,0.01898766136169430,0.03214537724852560,0.561,0.3,0.224,0.117,0.056,0.027
HNC_KL_1_S_full_epoch28,0.4586503057479860,0.43878285789489700,0.01986744785308840,0.04757390171289440,0.563,0.318,0.224,0.13,0.059,0.028
HNC_KL_1_S_full_epoch29,0.45671753692627000,0.4377847366333010,0.018932800292968700,0.0441395603120327,0.563,0.311,0.224,0.127,0.063,0.032
HNC_KL_1_S_full_epoch30,0.45484449672699000,0.4359062042236330,0.018938292503356900,0.044366806745529200,0.555,0.32,0.228,0.126,0.071,0.024
HNC_KL_1_S_full_epoch31,0.44970614767074600,0.43158166217804000,0.018124485492706300,0.04639851674437520,0.558,0.315,0.227,0.13,0.072,0.034
HNC_KL_1_S_full_epoch32,0.44600720500946000,0.4258900279998780,0.020117177009582500,0.04527479410171510,0.557,0.326,0.226,0.13,0.071,0.034
HNC_KL_1_S_full_epoch33,0.44185992813110400,0.4230616445541380,0.018798283576965300,0.048286642879247700,0.564,0.323,0.241,0.126,0.072,0.036
HNC_KL_1_S_full_epoch34,0.4415274548530580,0.42188704752922100,0.019640407323837300,0.050121746957302100,0.552,0.32,0.237,0.134,0.078,0.034
HNC_KL_1_S_full_epoch35,0.4346346787214280,0.41427504920959500,0.020359629511833200,0.047511760145425800,0.541,0.307,0.216,0.127,0.068,0.031
HNC_KL_1_S_full_epoch36,0.43361460649967200,0.41320626068115200,0.02040834581851960,0.05410439521074300,0.542,0.321,0.232,0.13,0.073,0.04
HNC_KL_1_S_full_epoch37,0.42898451232910200,0.40848004388809200,0.020504468441009500,0.046015288680791900,0.549,0.324,0.235,0.136,0.079,0.043
HNC_KL_1_S_full_epoch38,0.43021771049499500,0.41017537713050800,0.020042333364486700,0.062013376504182800,0.556,0.326,0.238,0.134,0.075,0.037
HNC_KL_1_S_full_epoch39,0.42079070550203300,0.4016407446861270,0.01914996081590650,0.05803333595395090,0.556,0.332,0.246,0.145,0.084,0.044
HNC_KL_1_S_full_epoch40,0.42133957052230800,0.4016128587722780,0.019726711750030500,0.054244477301836000,0.549,0.322,0.242,0.142,0.078,0.038
HNC_KL_1_S_full_epoch41,0.42004521942138700,0.4003051444888120,0.019740074932575200,0.062086790800094600,0.556,0.326,0.243,0.145,0.077,0.042
HNC_KL_1_S_full_epoch42,0.41617369842529300,0.39651588678360000,0.019657811641693100,0.050774019211530700,0.554,0.332,0.237,0.141,0.078,0.042
HNC_KL_1_S_full_epoch43,0.4136854667663570,0.39384484028816200,0.019840626478195200,0.04964500293135640,0.545,0.329,0.242,0.148,0.075,0.036
HNC_KL_1_S_full_epoch44,0.41219339388608900,0.3928974422812460,0.019295951604843200,0.046962399035692200,0.559,0.328,0.246,0.15,0.083,0.043
HNC_KL_1_S_full_epoch45,0.40641183280944800,0.3868758590221410,0.01953597378730780,0.04971803352236750,0.545,0.326,0.25,0.15,0.085,0.043
HNC_KL_1_S_full_epoch46,0.4096587872505190,0.39038006782531700,0.01927871942520140,0.05040517449378970,0.545,0.326,0.242,0.142,0.079,0.04
HNC_KL_1_S_full_epoch47,0.40757505321502700,0.388495885848999,0.019079167366027800,0.062264423817396200,0.548,0.33,0.244,0.147,0.083,0.044
HNC_KL_1_S_full_epoch48,0.40666484278440500,0.3876184387207030,0.019046404063701600,0.04922065511345860,0.549,0.329,0.246,0.146,0.08,0.041
HNC_KL_1_S_full_epoch49,0.406850652217865,0.3878084478378300,0.0190422043800354,0.051331110298633600,0.55,0.328,0.245,0.149,0.082,0.042
HNC_KL_1_S_full_epoch50,0.4068812098503110,0.3878434057235720,0.0190378041267395,0.05286695435643200,0.55,0.328,0.246,0.148,0.081,0.043
HNC_L2_D1_10_S_full_epoch1,0.32325956773757900,0.31252808809280400,0.010731479644775400,-0.1766834259033200,0.624,0.208,0.115,0.042,0.02,0.014
HNC_L2_D1_10_S_full_epoch2,0.043854076623916600,0.03326480537652970,0.010589271247386900,-0.3542235195636750,0.518,0.312,0.218,0.125,0.068,0.038
HNC_L2_D1_10_S_full_epoch3,-0.1084726767539980,-0.11965827637910800,0.011185599625110600,-0.4552854597568510,0.434,0.252,0.178,0.088,0.048,0.024
HNC_L2_D1_10_S_full_epoch4,-0.08770998728275300,-0.0994335720539093,0.011723584771156300,-0.43824639916420000,0.458,0.292,0.222,0.135,0.063,0.036
HNC_L2_D1_10_S_full_epoch5,-0.10417375057935700,-0.11808004015684100,0.013906289577484100,-0.44266143441200300,0.428,0.268,0.205,0.131,0.063,0.029
HNC_L2_D1_10_S_full_epoch6,-0.17720858573913600,-0.1908811912536620,0.013672605514526300,-0.48721522092819200,0.431,0.252,0.183,0.077,0.035,0.017
HNC_L2_D1_10_S_full_epoch7,-0.15283339869976000,-0.16806998419761700,0.015236585497856100,-0.470775842666626,0.441,0.272,0.207,0.111,0.05,0.027
HNC_L2_D1_10_S_full_epoch8,-0.11206048011779800,-0.12581154894828800,0.013751068830490100,-0.4440980553627010,0.423,0.275,0.233,0.141,0.085,0.038
HNC_L2_D1_10_S_full_epoch9,-0.12462915170192700,-0.14271759390831000,0.01808844220638270,-0.4562198221683500,0.404,0.278,0.221,0.147,0.085,0.043
HNC_L2_D1_10_S_full_epoch10,-0.14465509140491500,-0.16703671193122900,0.02238162052631380,-0.46738144755363500,0.402,0.28,0.228,0.145,0.094,0.053
HNC_L2_D1_10_S_full_epoch11,-0.14498827362060500,-0.16790421438217200,0.022915940761566200,-0.4666794240474700,0.381,0.255,0.221,0.138,0.075,0.048
HNC_L2_D1_10_S_full_epoch12,-0.1382909743785860,-0.16406117582321200,0.025770201444625900,-0.4522739052772520,0.395,0.266,0.216,0.157,0.089,0.051
HNC_L2_D1_10_S_full_epoch13,-0.10725159132480600,-0.137092209815979,0.029840618491172800,-0.4315682649612430,0.39,0.267,0.228,0.158,0.111,0.069
HNC_L2_D1_10_S_full_epoch14,-0.13077286005020100,-0.1589649691581730,0.02819210910797120,-0.4408363699913030,0.386,0.264,0.213,0.151,0.103,0.061
HNC_L2_D1_10_S_full_epoch15,-0.16468425178527800,-0.19498404693603500,0.030299795150756800,-0.4610394537448880,0.384,0.257,0.222,0.152,0.11,0.062
HNC_L2_D1_10_S_full_epoch16,-0.09745069217681880,-0.13595509338378900,0.03850440120697020,-0.4095257520675660,0.384,0.261,0.229,0.161,0.1,0.065
HNC_L2_D1_10_S_full_epoch17,-0.126374125957489,-0.16849534451961500,0.04212121856212620,-0.4267171621322630,0.383,0.264,0.222,0.145,0.105,0.071
HNC_L2_D1_10_S_full_epoch18,-0.10624969375133500,-0.14885086441040000,0.04260117065906520,-0.4056553840637210,0.395,0.276,0.236,0.175,0.12,0.074
HNC_L2_D1_10_S_full_epoch19,-0.06554146993160250,-0.11551447677612300,0.049973006844520600,-0.375136137008667,0.381,0.265,0.229,0.172,0.116,0.068
HNC_L2_D1_10_S_full_epoch20,-0.10554160022735600,-0.15362700033187900,0.048085400104522700,-0.401344895362854,0.37,0.248,0.215,0.152,0.106,0.065
HNC_L2_D1_10_S_full_epoch21,-0.09989824366569520,-0.1509833245277410,0.0510850808620453,-0.38095954060554500,0.387,0.273,0.229,0.174,0.115,0.074
HNC_L2_D1_10_S_full_epoch22,-0.14147892236709600,-0.18977018648386000,0.04829126411676410,-0.4006744921207430,0.363,0.25,0.213,0.141,0.098,0.058
HNC_L2_D1_10_S_full_epoch23,-0.0596300368309021,-0.11579568243026700,0.05616564559936520,-0.3505009114742280,0.378,0.25,0.224,0.162,0.118,0.082
HNC_L2_D1_10_S_full_epoch24,-0.06680932140350340,-0.12090253508091000,0.05409321367740630,-0.35815495252609300,0.362,0.253,0.221,0.158,0.107,0.063
HNC_L2_D1_10_S_full_epoch25,-0.07238940095901490,-0.12732416188716900,0.054934760928154,-0.356345534324646,0.385,0.265,0.23,0.162,0.118,0.076
HNC_L2_D1_10_S_full_epoch26,-0.07159030485153200,-0.13519324469566300,0.06360293984413150,-0.353392630815506,0.368,0.253,0.216,0.16,0.112,0.073
HNC_L2_D1_10_S_full_epoch27,-0.03689094138145450,-0.09882148838043210,0.06193054699897770,-0.3264595866203310,0.377,0.26,0.22,0.158,0.106,0.059
HNC_L2_D1_10_S_full_epoch28,-0.021704549908638,-0.08266311264038090,0.060958562731742900,-0.3087007701396940,0.373,0.254,0.214,0.159,0.11,0.069
HNC_L2_D1_10_S_full_epoch29,-0.02556509840488430,-0.09070778679847720,0.06514268839359280,-0.31002551317215000,0.365,0.251,0.215,0.157,0.116,0.067
HNC_L2_D1_10_S_full_epoch30,-0.04130429482460020,-0.10393461894989000,0.0626303241252899,-0.3127810060977940,0.384,0.254,0.228,0.153,0.113,0.069
HNC_L2_D1_10_S_full_epoch31,0.02330405616760250,-0.04405848550796510,0.06736254167556760,-0.2783600687980650,0.384,0.261,0.222,0.156,0.114,0.069
HNC_L2_D1_10_S_full_epoch32,-0.002761863589286800,-0.06977480584383010,0.06701294225454330,-0.290930837392807,0.374,0.257,0.226,0.163,0.114,0.069
HNC_L2_D1_10_S_full_epoch33,0.007664434373378750,-0.061072707653045700,0.0687371420264244,-0.2769303321838380,0.375,0.26,0.222,0.169,0.116,0.073
HNC_L2_D1_10_S_full_epoch34,0.011851007461547900,-0.05521849358081820,0.06706950104236600,-0.27399033308029200,0.384,0.259,0.228,0.162,0.114,0.074
HNC_L2_D1_10_S_full_epoch35,0.0018574600219726600,-0.06458242851495740,0.06643988853693010,-0.27989378571510300,0.374,0.257,0.222,0.157,0.108,0.064
HNC_L2_D1_10_S_full_epoch36,0.01589804983139040,-0.05147359657287600,0.06737164640426640,-0.2702644169330600,0.396,0.281,0.241,0.16,0.107,0.069
HNC_L2_D1_10_S_full_epoch37,0.00929278790950775,-0.057394378900528000,0.0666871668100357,-0.26973164081573500,0.381,0.259,0.22,0.159,0.119,0.077
HNC_L2_D1_10_S_full_epoch38,0.018063075065612800,-0.04795248746871950,0.06601556253433230,-0.260181188583374,0.386,0.275,0.236,0.174,0.119,0.08
HNC_L2_D1_10_S_full_epoch39,0.018850414276123000,-0.046580933570861800,0.06543134784698490,-0.259813517332077,0.387,0.274,0.232,0.17,0.127,0.077
HNC_L2_D1_10_S_full_epoch40,0.025829991340637200,-0.041400148630142200,0.06723013997077940,-0.25286200642585800,0.378,0.261,0.22,0.162,0.116,0.068
HNC_L2_D1_10_S_full_epoch41,0.01543834686279300,-0.05260770392417910,0.06804605078697210,-0.26161307096481300,0.382,0.268,0.223,0.162,0.116,0.075
HNC_L2_D1_10_S_full_epoch42,0.026536213040351900,-0.04202579689025880,0.06856200993061070,-0.24706612527370500,0.382,0.26,0.217,0.159,0.112,0.069
HNC_L2_D1_10_S_full_epoch43,0.03190813159942630,-0.03535731959342960,0.06726545119285590,-0.24762067198753400,0.378,0.272,0.23,0.165,0.118,0.069
HNC_L2_D1_10_S_full_epoch44,0.0377545138001442,-0.03052542209625240,0.06827993589639660,-0.24624782800674400,0.38,0.269,0.226,0.166,0.114,0.075
HNC_L2_D1_10_S_full_epoch45,0.0319780592918396,-0.036329899549484300,0.06830795884132390,-0.2421894520521160,0.377,0.267,0.226,0.161,0.11,0.068
HNC_L2_D1_10_S_full_epoch46,0.03437655401229860,-0.033897348642349200,0.06827390265464780,-0.2486177235841750,0.382,0.272,0.23,0.163,0.122,0.072
HNC_L2_D1_10_S_full_epoch47,0.03642293167114260,-0.03203390884399410,0.06845684051513670,-0.24562600255012500,0.381,0.27,0.227,0.165,0.118,0.07
HNC_L2_D1_10_S_full_epoch48,0.03737672185897830,-0.031025879859924300,0.06840260171890260,-0.24496066570282000,0.378,0.267,0.229,0.165,0.117,0.069
HNC_L2_D1_10_S_full_epoch49,0.03818777227401730,-0.030373011589050300,0.06856078386306760,-0.24834482371807100,0.381,0.269,0.228,0.164,0.12,0.072
HNC_L2_D1_10_S_full_epoch50,0.038458922386169400,-0.03008754324913030,0.06854646563529970,-0.24217210710048700,0.383,0.268,0.229,0.165,0.119,0.071
DPO_KL_S_full_epoch1,0.7975147323608400,0.7975914974212650,-7.6765060424866E-05,0.7980121970176700,0.359,0.076,0.053,0.031,0.018,0.01
DPO_KL_S_full_epoch2,0.608272087097168,0.5414500198364260,0.06682206726074210,0.6080324053764340,0.467,0.155,0.117,0.077,0.052,0.036
DPO_KL_S_full_epoch3,0.7315602664947510,0.6661766510009770,0.06538361549377440,0.7335337400436400,0.458,0.122,0.083,0.05,0.032,0.018
DPO_KL_S_full_epoch4,0.16326751804351800,0.07234294891357420,0.09092456912994390,0.17079147696495100,0.439,0.147,0.108,0.066,0.049,0.02
DPO_KL_S_full_epoch5,0.4558593978881840,0.3980216770172120,0.057837720870971700,0.456092894077301,0.473,0.128,0.098,0.059,0.039,0.024
DPO_KL_S_full_epoch6,0.5951651916503910,0.5369404525756840,0.058224739074707000,0.589463472366333,0.5,0.11,0.084,0.059,0.041,0.031
DPO_KL_S_full_epoch7,0.501763540506363,0.49089945816993700,0.010864082336425800,0.4982876181602480,0.478,0.089,0.067,0.037,0.024,0.016
DPO_KL_S_full_epoch8,0.6248340148925780,0.5457483749389650,0.07908563995361330,0.6219943761825560,0.524,0.083,0.065,0.041,0.029,0.016
DPO_KL_S_full_epoch9,0.37409469604492200,0.20663722229003900,0.1674574737548830,0.37326180934906000,0.497,0.084,0.056,0.037,0.026,0.017
DPO_KL_S_full_epoch10,0.6786161346435550,0.6416513957977300,0.036964738845825200,0.6762160658836370,0.537,0.057,0.042,0.02,0.013,0.008
DPO_KL_S_full_epoch11,0.7555589342117310,0.701162109375,0.05439682483673090,0.7498782277107240,0.57,0.034,0.025,0.017,0.009,0.006
DPO_KL_S_full_epoch12,0.5486722679138180,0.4325946044921880,0.1160776634216310,0.5494936108589170,0.514,0.062,0.044,0.026,0.021,0.007
DPO_KL_S_full_epoch13,0.3437621459960940,0.26144943237304700,0.08231271362304690,0.3310990631580350,0.466,0.044,0.032,0.017,0.013,0.01
DPO_KL_S_full_epoch14,0.42940784454345700,0.2915381088256840,0.13786973571777300,0.42088842391967800,0.515,0.063,0.046,0.017,0.009,0.003
DPO_KL_S_full_epoch15,0.4362753963470460,0.3269798412323000,0.10929555511474600,0.4309171140193940,0.495,0.047,0.033,0.022,0.011,0.007
DPO_KL_S_full_epoch16,0.51508447265625,0.45657352447509800,0.05851094818115240,0.5109684467315670,0.533,0.043,0.027,0.018,0.014,0.011
DPO_KL_S_full_epoch17,0.5030095520019530,0.4031362609863280,0.09987329101562500,0.5004159808158880,0.52,0.044,0.029,0.02,0.012,0.007
DPO_KL_S_full_epoch18,0.4965226631164550,0.4604474487304690,0.036075214385986400,0.49239641427993800,0.562,0.039,0.03,0.019,0.014,0.01
DPO_KL_S_full_epoch19,0.3842149658203130,0.2650581169128420,0.11915684890747100,0.3847915530204770,0.495,0.037,0.025,0.014,0.01,0.005
DPO_KL_S_full_epoch20,0.40653098011016800,0.3148127239942550,0.09171825611591340,0.40604034066200300,0.499,0.049,0.038,0.021,0.014,0.008
DPO_KL_S_full_epoch21,0.45100405120849600,0.37094361877441400,0.08006043243408200,0.4470459520816800,0.51,0.03,0.02,0.012,0.008,0.006
DPO_KL_S_full_epoch22,0.4205189212560650,0.3311753845214840,0.08934353673458100,0.42795801162719700,0.505,0.041,0.031,0.025,0.017,0.009
DPO_KL_S_full_epoch23,0.5930511474609380,0.5445228271484380,0.048528320312500000,0.5882560610771180,0.561,0.041,0.031,0.021,0.016,0.011
DPO_KL_S_full_epoch24,0.4538197326660160,0.3560228271484380,0.09779690551757810,0.45623743534088100,0.518,0.028,0.02,0.011,0.005,0.001
DPO_KL_S_full_epoch25,0.5450056762695310,0.43710809326171900,0.10789758300781200,0.5385887026786800,0.535,0.025,0.02,0.013,0.009,0.004
DPO_KL_S_full_epoch26,0.4682761688232420,0.4204117431640630,0.0478644256591797,0.4659668207168580,0.541,0.038,0.025,0.018,0.014,0.008
DPO_KL_S_full_epoch27,0.3890894775390630,0.2506956481933590,0.1383938293457030,0.39211100339889500,0.505,0.029,0.018,0.014,0.009,0.005
DPO_KL_S_full_epoch28,0.32713540649414100,0.24839727783203100,0.07873812866210940,0.3292170464992520,0.496,0.027,0.021,0.017,0.01,0.004
DPO_KL_S_full_epoch29,0.5234397430419920,0.42177505493164100,0.10166468811035200,0.5184893012046810,0.548,0.036,0.025,0.015,0.011,0.007
DPO_KL_S_full_epoch30,0.35401579284668000,0.27480947875976600,0.07920631408691400,0.35446906089782700,0.541,0.021,0.013,0.008,0.005,0.004
DPO_KL_S_full_epoch31,0.45247994232177700,0.3852164611816410,0.06726348114013680,0.45187729597091700,0.542,0.029,0.023,0.011,0.01,0.007
DPO_KL_S_full_epoch32,0.40658993530273400,0.34136334228515600,0.0652265930175781,0.4091881811618810,0.525,0.015,0.012,0.008,0.003,0.002
DPO_KL_S_full_epoch33,0.4623968353271480,0.4122659912109380,0.05013084411621090,0.46682238578796400,0.527,0.018,0.013,0.008,0.006,0.005
DPO_KL_S_full_epoch34,0.43899269676208500,0.37455960845947300,0.0644330883026123,0.4416273534297940,0.526,0.015,0.011,0.009,0.005,0.002
DPO_KL_S_full_epoch35,0.42605316162109400,0.3796756896972660,0.04637747192382810,0.4303198754787450,0.535,0.019,0.014,0.011,0.008,0.005
DPO_KL_S_full_epoch36,0.40480426025390600,0.3199316864013670,0.08487257385253910,0.4114910662174230,0.523,0.017,0.012,0.007,0.005,0.003
DPO_KL_S_full_epoch37,0.42476539611816400,0.345368408203125,0.07939698791503910,0.4338051676750180,0.521,0.014,0.012,0.01,0.008,0.003
DPO_KL_S_full_epoch38,0.4758843688964840,0.40012220764160200,0.07576216125488280,0.4831450581550600,0.548,0.022,0.018,0.012,0.009,0.007
DPO_KL_S_full_epoch39,0.4169302825927730,0.35738961791992200,0.05954066467285160,0.4237229824066160,0.529,0.025,0.021,0.01,0.007,0.004
DPO_KL_S_full_epoch40,0.44636864471435500,0.37353430938720700,0.07283433532714840,0.4509859085083010,0.547,0.02,0.013,0.008,0.006,0.004
DPO_KL_S_full_epoch41,0.5213098449707030,0.432596435546875,0.0887134094238281,0.5181147456169130,0.53,0.019,0.014,0.007,0.004,0.0
DPO_KL_S_full_epoch42,0.5124738159179690,0.45333673095703100,0.05913708496093750,0.5099064111709600,0.545,0.017,0.009,0.006,0.004,0.003
C_DPO_KL_S_full_epoch1,0.6605802993774410,0.6489107961654660,0.01166950321197510,0.024003345519304300,0.648,0.119,0.045,0.016,0.004,0.0
C_DPO_KL_S_full_epoch2,0.6647090854644780,0.652115951538086,0.012593133926391500,0.022344065830111500,0.633,0.13,0.062,0.016,0.003,0.0
C_DPO_KL_S_full_epoch3,0.6560328178405760,0.6411155738830570,0.014917243957519600,0.008438913151621820,0.632,0.163,0.077,0.023,0.005,0.002
C_DPO_KL_S_full_epoch4,0.6472112426757810,0.6323118362426760,0.0148994064331055,0.03663985803723340,0.622,0.167,0.091,0.027,0.008,0.005
C_DPO_KL_S_full_epoch5,0.6489331817626950,0.6344501800537110,0.014483001708984400,0.03539470210671430,0.622,0.17,0.091,0.026,0.008,0.003
C_DPO_KL_S_full_epoch6,0.629931785583496,0.6143009490966800,0.015630836486816400,0.024146616458892800,0.613,0.193,0.112,0.04,0.012,0.005
C_DPO_KL_S_full_epoch7,0.6212636795043950,0.6023080368041990,0.01895564270019530,0.02427981235086920,0.602,0.231,0.134,0.049,0.023,0.008
C_DPO_KL_S_full_epoch8,0.6071838493347170,0.5884453048706050,0.018738544464111400,0.025253724306821800,0.601,0.244,0.159,0.055,0.026,0.011
C_DPO_KL_S_full_epoch9,0.6110502662658690,0.590865569114685,0.020184697151184100,0.027123693376779600,0.623,0.24,0.156,0.062,0.027,0.01
C_DPO_KL_S_full_epoch10,0.5964663677215580,0.573731520652771,0.02273484706878660,0.03559373691678050,0.601,0.256,0.179,0.077,0.04,0.02
C_DPO_KL_S_full_epoch11,0.5887273635864260,0.5670204515457150,0.021706912040710400,0.023790838196873700,0.589,0.258,0.183,0.077,0.036,0.015
C_DPO_KL_S_full_epoch12,0.5828472862243650,0.5585500984191900,0.024297187805175800,0.019259274005889900,0.6,0.291,0.193,0.079,0.037,0.016
C_DPO_KL_S_full_epoch13,0.5616294357776640,0.539129337310791,0.022500098466873200,0.040820471942424800,0.582,0.277,0.189,0.082,0.037,0.014
C_DPO_KL_S_full_epoch14,0.5665966243743900,0.5440166583061220,0.022579966068267800,0.039787717163562800,0.577,0.265,0.191,0.094,0.043,0.019
C_DPO_KL_S_full_epoch15,0.5459486951828000,0.5191464424133300,0.026802252769470200,0.02875218726694580,0.605,0.311,0.221,0.101,0.055,0.02
C_DPO_KL_S_full_epoch16,0.555095458984375,0.533239444732666,0.02185601425170890,0.04843711853027340,0.588,0.278,0.197,0.094,0.049,0.022
C_DPO_KL_S_full_epoch17,0.5478703327178960,0.5202437801361080,0.027626552581787100,0.03433709219098090,0.596,0.298,0.21,0.116,0.061,0.032
C_DPO_KL_S_full_epoch18,0.5271380386352540,0.49986481285095200,0.027273225784301700,0.04067419096827510,0.583,0.303,0.217,0.126,0.062,0.029
C_DPO_KL_S_full_epoch19,0.5194543380737300,0.4923881072998050,0.027066230773925700,0.0395922027528286,0.583,0.319,0.241,0.126,0.06,0.026
C_DPO_KL_S_full_epoch20,0.4964314573407170,0.4698111209869390,0.026620336353778800,0.03841143846511840,0.574,0.319,0.242,0.134,0.077,0.039
C_DPO_KL_S_full_epoch21,0.48733035230636600,0.4628679122924810,0.024462440013885500,0.041270662099123,0.546,0.292,0.226,0.127,0.068,0.033
C_DPO_KL_S_full_epoch22,0.4895499773025510,0.46349420309066800,0.026055774211883500,0.04439052194356920,0.576,0.303,0.228,0.134,0.075,0.032
C_DPO_KL_S_full_epoch23,0.48422089195251500,0.4606307373046880,0.023590154647827200,0.040658943355083500,0.577,0.312,0.23,0.128,0.071,0.034
C_DPO_KL_S_full_epoch24,0.46744602966308600,0.4424743995666500,0.02497163009643560,0.028595151379704500,0.554,0.303,0.223,0.145,0.094,0.04
C_DPO_KL_S_full_epoch25,0.4744577522277830,0.4449949493408200,0.029462802886962900,0.032010726630687700,0.565,0.322,0.251,0.156,0.085,0.04
C_DPO_KL_S_full_epoch26,0.4635846853256230,0.4364551854133610,0.02712949991226200,0.04771823436021810,0.566,0.317,0.24,0.149,0.09,0.057
C_DPO_KL_S_full_epoch27,0.45007705211639400,0.4202192053794860,0.029857846736907900,0.03906727209687230,0.546,0.309,0.239,0.158,0.093,0.048
C_DPO_KL_S_full_epoch28,0.45271388626098600,0.42604468727111800,0.026669198989868200,0.03764599561691280,0.566,0.328,0.252,0.154,0.089,0.048
C_DPO_KL_S_full_epoch29,0.43663504219055200,0.40939079952240000,0.02724424266815180,0.04995088651776310,0.555,0.325,0.241,0.154,0.089,0.051
C_DPO_KL_S_full_epoch30,0.4409940605163570,0.4115277941226960,0.02946626639366150,0.04498124122619630,0.574,0.337,0.258,0.163,0.101,0.054
C_DPO_KL_S_full_epoch31,0.42805161476135300,0.402613374710083,0.025438240051269500,0.04040735214948650,0.556,0.312,0.257,0.161,0.098,0.053
C_DPO_KL_S_full_epoch32,0.42212696552276600,0.3924116334915160,0.02971533203125000,0.03655586019158360,0.548,0.334,0.263,0.161,0.107,0.064
C_DPO_KL_S_full_epoch33,0.41137631762027700,0.38519225454330400,0.026184063076973000,0.04372109845280650,0.532,0.329,0.258,0.16,0.093,0.053
C_DPO_KL_S_full_epoch34,0.4130725396871570,0.3847377529144290,0.028334786772728000,0.03355826064944270,0.549,0.338,0.255,0.162,0.098,0.049
C_DPO_KL_S_full_epoch35,0.4070373393297200,0.378114905834198,0.028922433495521500,0.04496385157108310,0.544,0.349,0.274,0.164,0.099,0.06
C_DPO_KL_S_full_epoch36,0.4047381736636160,0.37365398144722000,0.031084192216396400,0.04790303483605390,0.548,0.342,0.275,0.17,0.108,0.077
C_DPO_KL_S_full_epoch37,0.3944901943206790,0.36567494213581100,0.028815252184867900,0.04162004217505460,0.541,0.336,0.266,0.174,0.107,0.06
